audio_file,text,speaker
wavs/WNk8QaIbF0E_0033.wav,"bạn có ổn không? đừng lo, xe biệt tiếp theo sẽ đến trong hai mươi phút nữa.",SPEAKER_00
wavs/WNk8QaIbF0E_0034.wav,"nhưng nếu xe biệt bị hoạn, thì tôi sẽ gọi uber rồi để đưa bạn tới tràm tàu điện ngâm gần",SPEAKER_00
wavs/WNk8QaIbF0E_0035.wav,nhất để trạnh lạnh và về nhà nhanh hơn.,SPEAKER_00
wavs/WNk8QaIbF0E_0036.wav,"lúc đó, mình vừa lo sợ, vừa mừng. lo vì sợ bị lừa, mừng vì có ai đó đã giải quyết vấn đề của mình.",SPEAKER_00
wavs/WNk8QaIbF0E_0037.wav,"trong hai mươi phút trò chuyện về thời tiện ở canada, về lý do tại sao mình đến canada, tại sao mình đến khu vực đó,",SPEAKER_00
wavs/WNk8QaIbF0E_0038.wav,mình đã chú ý đến cách anh ta sử dụng các từ tiếng anh và thải đồ lịch sử của anh.,SPEAKER_00
wavs/WNk8QaIbF0E_0039.wav,mình đoán rằng anh ta là người bản xứ và có trí thức.,SPEAKER_00
wavs/WNk8QaIbF0E_0040.wav,"ngang đây, có lẽ một số người có thể nghĩ mình quá dụ quan nên mới nhắn đưa ra nhận định như vậy,",SPEAKER_00
wavs/WNk8QaIbF0E_0041.wav,"rồi tin tưởng và chia sẻ tâm trạng, suy nghĩ của mình sau một tháng sống ở toronto.",SPEAKER_00
wavs/WNk8QaIbF0E_0042.wav,"nhưng nếu mình không thân thật chia sẻ, mở lòng, tin tưởng và suy nghĩ về anh ấy, tạm chấp nhận một chục rủi ro,",SPEAKER_00
wavs/WNk8QaIbF0E_0043.wav,"thì làm sao người khác có thể mở lòng và sẵn sàng giúp đỡ mình? vì thế, mình đồng ý với đề nghị của anh ấy.",SPEAKER_00
wavs/WNk8QaIbF0E_0044.wav,"chờ xếp hình lâu quá, vậy là anh ấy gọi uber và đưa mình đến tràm tàu điều ngâm gần nhất như đã hứa.",SPEAKER_00
wavs/WNk8QaIbF0E_0045.wav,"sau đó, mình với anh vẫn tiếp tục giữ liên lạc.",SPEAKER_00
wavs/WNk8QaIbF0E_0046.wav,mình thường xuyên kể về đất nước và có người việt nam để tạo sự hưởng thụ cho anh ấy khi có dịp du lịch đến việt nam.,SPEAKER_00
wavs/WNk8QaIbF0E_0047.wav,"kết quả là sau một năm xây dần mở quáng nghề bằng hữu, những câu chuyện của mình về vẻ đẹp,",SPEAKER_00
wavs/WNk8QaIbF0E_0048.wav,điều tuyệt vời của việt nam đã thúc đẩy anh thực hiện chuyện du lịch việt nam lần đầu tiên trong đời.,SPEAKER_00
wavs/WNk8QaIbF0E_0049.wav,"sau chuyện đi đỏ, anh đã yêu thích việt nam và quyết định tiếp tục khẳng phá trong kỳ nghị phép thứ hai cùng năm.",SPEAKER_00
wavs/WNk8QaIbF0E_0050.wav,"nghe được điều này, mình cảm thấy vui mừng vì có thêm một người đạnh giả cao việt nam,",SPEAKER_00
wavs/WNk8QaIbF0E_0051.wav,dựa một chục về con người và văn hóa việt nam.,SPEAKER_00
wavs/WNk8QaIbF0E_0052.wav,"vậy mình nắm ra, để giảm bợt nỗi lo sời kẹt bàn với người lạ,",SPEAKER_00
wavs/WNk8QaIbF0E_0053.wav,"ta nên bắt đầu giáo tiếp với họ những chủ đề chung về văn hóa, xã hội",SPEAKER_00
wavs/WNk8QaIbF0E_0054.wav,và chia sẻ chứng thành những câu chuyện liên quan đến bản thân mình.,SPEAKER_00
wavs/WNk8QaIbF0E_0055.wav,"bằng cách này, ta sẽ dân tạo đến nhiều mối quan hệ đẹp tuyệt vời.",SPEAKER_00
wavs/WNk8QaIbF0E_0056.wav,một câu chuyện khác về cách kẹt bàn rất hữu duyên,SPEAKER_00
wavs/WNk8QaIbF0E_0057.wav,là khi mình ăn trưa trong căn tiên của trường.,SPEAKER_00
wavs/WNk8QaIbF0E_0058.wav,"trong lúc một mình ngồi một góc chuẩn bị tận hưởng khuống cơm trưa,",SPEAKER_00
wavs/WNk8QaIbF0E_0059.wav,thì có một anh chàng cũng ngồi xuống góc đỏ và ăn trưa.,SPEAKER_00
wavs/WNk8QaIbF0E_0060.wav,"ăn trưa xong xuôi, anh ta hỏi mình",SPEAKER_00
wavs/WNk8QaIbF0E_0061.wav,are you vietnamese? bà là người việt nam ư?,SPEAKER_00
wavs/WNk8QaIbF0E_0062.wav,"mình trả lời và dần biết rằng cả hai đều là người việt, cùng tuổi,",SPEAKER_00
wavs/WNk8QaIbF0E_0063.wav,du học cùng ngành nên thể là có thêm nhiều chủ đề tiếp tục nói và chia sẻ đến xe chiều.,SPEAKER_00
wavs/WNk8QaIbF0E_0064.wav,"giờ nghĩ lại cũng thấy thú vị, khi không chọn một chỗ ngồi trong góc quất,",SPEAKER_00
wavs/WNk8QaIbF0E_0065.wav,không ai chú ý để ăn trưa cho thoải mái tại dựng đện mối quan hệ bằng hữu mở giữa mình và người bàn mời đó.,SPEAKER_00
wavs/WNk8QaIbF0E_0066.wav,"sau đó, chúng mình vẫn giữ liên lạc, hỏi hang trao đổi chuyện học hành, gia đình và đi tìm việc làm thêm cùng nhau.",SPEAKER_00
wavs/WNk8QaIbF0E_0067.wav,câu chuyện kết bàn thứ ba cũng không kém phân đạn nhớ về người bàn đầu tiên mình biết ở toronto.,SPEAKER_00
wavs/WNk8QaIbF0E_0068.wav,"bồi cảnh diễn ra vào một buổi hồi thạo đình hưởng trước khi nhập học, khi bán tổ chức đưa ra hoạt động chơi nhóm làm chung.",SPEAKER_00
wavs/WNk8QaIbF0E_0069.wav,"nhóm sáu người có hai người là người việt, mình quan sát và nhận ra của bà ấy là người việt ngay.",SPEAKER_00
wavs/WNk8QaIbF0E_0070.wav,"tuy nhiên, trong quá trình làm nhóm, mình và bà việt đó, chẳng ai nói ai câu gì.",SPEAKER_00
wavs/WNk8QaIbF0E_0071.wav,"với lại của bà này có vẻ ít nói, nhóm nói gì cũng im lặng nên mình cũng ngại mở miệng bắt đầu cuộc trò chuyện.",SPEAKER_00
wavs/WNk8QaIbF0E_0072.wav,"nhưng đến cuối buổi, mình từ dặn lòng hãy mành dàng hỏi bà đọc tên gì, sự điện thoại như nào,",SPEAKER_00
wavs/WNk8QaIbF0E_0073.wav,để lần sau trường có thông báo gì thì chia sẻ nhau biết thôi.,SPEAKER_00
wavs/WNk8QaIbF0E_0074.wav,chữ con nào có làm chí mình mố mà ngài ghé rưỡng.,SPEAKER_00
wavs/WNk8QaIbF0E_0075.wav,vậy là tiện nội bên trong thối thúc mình bắt đầu cuộc trò chuyện với cô bà đỏ.,SPEAKER_00
wavs/WNk8QaIbF0E_0076.wav,"xong xui, cả hai rùi nhau vào quán trung tâm thành phố, mặc dù khi đó cả hai đều không rành đường.",SPEAKER_00
wavs/WNk8QaIbF0E_0077.wav,và thế là một mối quan hệ băng hồ mới được hình thành.,SPEAKER_00
wavs/WNk8QaIbF0E_0078.wav,"sau đó, cô bà kẹt nổi thêm một người bạn mới khuẩn tộc tỉnh khống kém.",SPEAKER_00
wavs/WNk8QaIbF0E_0079.wav,"giờ nhớ lại lần đầu tiên gặp đôi mặt ba người,",SPEAKER_00
wavs/WNk8QaIbF0E_0080.wav,"hai cô bạn đó dẫn mình tới nhà hàng sushi với một set menu ngất trời,",SPEAKER_00
wavs/WNk8QaIbF0E_0081.wav,"món ăn nhật, đùng giả, ăn no đe để nội chực, cạc,",SPEAKER_00
wavs/WNk8QaIbF0E_0082.wav,"thời gian sống ở canada còn thêm nhiều mối quan hệ nữa mình rất trống quỷ, nhưng kể nhiều quả thành ra làm nhạm hoài một chủ đề.",SPEAKER_00
wavs/WNk8QaIbF0E_0083.wav,"vì thế, tạm ngưng ở cáo chuyên thứ ba này.",SPEAKER_00
wavs/WNk8QaIbF0E_0084.wav,"khi ở huế, bạn bè đều từ phạm tư trường lớp, văn phòng làm việc, đối tạc, mình chẳng cần phải lo chuyện sờ bị lừa gạt.",SPEAKER_00
wavs/WNk8QaIbF0E_0085.wav,"không ngại kệ bạn vì hằng ngày đều là những gương mặt đỏ học chung làm chung, nến trượt lạ rồi dần dần quen.",SPEAKER_00
wavs/WNk8QaIbF0E_0086.wav,"nhưng khi qua một đất nước xa lạ, nếu mình cứ trống vào bọc an toàn, ngại tiếp xúc người lạ,",SPEAKER_00
wavs/WNk8QaIbF0E_0087.wav,"hoặc thường xuyên nghi ngờ về người khác, không giảm mở lòng, truyền trò thành thật,",SPEAKER_00
wavs/WNk8QaIbF0E_0088.wav,thì chắc là cuộc sống xa xử sẽ càng cô đơn hơn rất nhiều.,SPEAKER_00
wavs/WNk8QaIbF0E_0089.wav,"tóm lại, đối với mỗi quan hệ dù mới hay cũ, cứ chân thành, thật tình, thân thiện, tập cách cho đi trước,",SPEAKER_00
wavs/WNk8QaIbF0E_0090.wav,"không sao đó hơn thiệt, tạm gạt bỏ các nội sợ tổn thương,",SPEAKER_00
wavs/WNk8QaIbF0E_0091.wav,"nội sợ người ta rồi tự nhiên, ta sẽ có thêm nhiều mối quan hệ tột đẹp như mơ.",SPEAKER_00
wavs/WNk8QaIbF0E_0092.wav,đơn giản vậy thôi.,SPEAKER_00
wavs/9T69RdaWcDw_0000.wav,chương hai chiếm nghiệm về ý nghĩa của việc sử dụng tiếng anh ở sự nói tiếng anh,SPEAKER_00
wavs/9T69RdaWcDw_0001.wav,"trước khi du học, mình đã có băng cử những kẻ toản tài chính tại trường đại học kinh tế huế",SPEAKER_00
wavs/9T69RdaWcDw_0002.wav,và năm năm kinh nghiệm làm việc tại một dự ản nước ngoài ở huế,SPEAKER_00
wavs/9T69RdaWcDw_0003.wav,mình cũng đã đạt được cặp chận chỉ tiếng anh quốc tế như toeic và ielts,SPEAKER_00
wavs/9T69RdaWcDw_0004.wav,"do đó, mình khá tự tin với kỹ năng tiếng anh và không gặp nhiều khó khăn khi giao tiếp với người nước ngoài",SPEAKER_00
wavs/9T69RdaWcDw_0005.wav,"mình nhận ra khi có công cụ tiếng anh, đi mô cũng không sợ,",SPEAKER_00
wavs/9T69RdaWcDw_0006.wav,"không biết đường thì cứ hỏi người đi đường, hỏi tài xế, thậm chí mình có thể giáo tiếp với người nước ngoài trong các hội thảo bằng tiếng",SPEAKER_00
wavs/9T69RdaWcDw_0007.wav,lúc đó mình cứ tưởng tiếng anh của mình ngon rồi và ý chân thời gian trâu dồi cải thiện nó.,SPEAKER_00
wavs/9T69RdaWcDw_0008.wav,"nhưng đến một ngày mình gặp khó khăn trong việc đọc hiểu và trá cử rất nhiều thông tin bằng tiếng anh để viết một bài luận dài hàng nghìn từ,",SPEAKER_00
wavs/9T69RdaWcDw_0009.wav,"mình nhận ra rằng tiền ánh của mình chỉ mở dễ hàng ở việc đáp ứng các yêu cầu để đạt đủ điểm xin du học,",SPEAKER_00
wavs/9T69RdaWcDw_0010.wav,"thay vì sử dụng nó trong học tập, công việc và giáo tiếc một cách sản tạo, chuyên nghiệp trong thực tệ với người bản xứ.",SPEAKER_00
wavs/9T69RdaWcDw_0011.wav,"do đó, khi đến canada, mình đáng kỳ học hỏa tiền ánh với mục tiêu phát triển khả năng thảo luận,",SPEAKER_00
wavs/9T69RdaWcDw_0012.wav,"thuyệt trình, tư duy phạm biển, làm việc trong môi trường học thuật và kinh doanh.",SPEAKER_00
wavs/9T69RdaWcDw_0013.wav,"sau buộc thẳng tham gia khoa học, mình ngắm ra rằng để thực sự sử dụng tiếng anh thành thào trong môi trường chuyên nghiệp và",SPEAKER_00
wavs/9T69RdaWcDw_0014.wav,"nhánh chọc hoài nhập với người bản xứ,",SPEAKER_00
wavs/9T69RdaWcDw_0015.wav,"mình cần phải kẹt hợp với tứ dưới phản biền và lĩnh hoạt sản tạo làm sao thể hiện rõ ý tử,",SPEAKER_00
wavs/9T69RdaWcDw_0016.wav,cảm xúc khi giao tiện,SPEAKER_00
wavs/9T69RdaWcDw_0017.wav,"xin lỗi, cảm xúc khi giao tiệp tiếng anh qua nghe, nói, đọc, viết và sự thậu hiểu.",SPEAKER_00
wavs/9T69RdaWcDw_0018.wav,"ngoài ra, sau khi đọc sách tiếng anh, mình phải dành thời gian làm báo cảo,",SPEAKER_00
wavs/9T69RdaWcDw_0019.wav,"đặt câu hỏi, đề kết các từ vần, tỏng tắt lại phần đọc và đưa ra bài học được rụt ra từ các chương sách đó.",SPEAKER_00
wavs/9T69RdaWcDw_0020.wav,"trong việc giao tiếp và phạt âm, mình thường ngày nói tiếng anh về dòng việc vì sự khó hiểu cho người nghe.",SPEAKER_00
wavs/9T69RdaWcDw_0021.wav,"vì vậy, mình cố gắng học cách phạt ấm dụng như người bạn sứ.",SPEAKER_00
wavs/9T69RdaWcDw_0022.wav,"mỗi khi tiếp xúc với họ, mình quan sát và lặng nghe cách họ nói chuyện để bắt chước.",SPEAKER_00
wavs/9T69RdaWcDw_0023.wav,"tuy nhiên, thực tế là mình bắt đầu tập trung vào việc học tiền ánh khá muộn.",SPEAKER_00
wavs/9T69RdaWcDw_0024.wav,"sau khi kết thúc sinh viên năm thứ hai tại đại học huế với chuyên ngành kể toán tài chính,",SPEAKER_00
wavs/9T69RdaWcDw_0025.wav,"trong thời gian đó, mình chỉ tập trung vào việc luyền thi cho ba môn toán, lý, hóa.",SPEAKER_00
wavs/9T69RdaWcDw_0026.wav,"vì thế, việc luyện uổng dòng để nội dụng người bản địa vẫn khả khó khăn và cẩn nhắc.",SPEAKER_00
wavs/9T69RdaWcDw_0027.wav,"không dùng như những bàn học chuyến ngoài người hoặc được ren tiền ánh du học từ nhỏ,",SPEAKER_00
wavs/9T69RdaWcDw_0028.wav,mình cố gắng hịch sức để phạt ấm dụng như bàn sử một trăm,SPEAKER_00
wavs/9T69RdaWcDw_0029.wav,nhằm giảm sự thiểu từ tiến trong giáo tiếp và sự ngại ngùng khi tham gia vào các bối trường giáo tiếp với người canada.,SPEAKER_00
wavs/9T69RdaWcDw_0030.wav,"khi đó, mình nghĩ rằng nếu thiểu tự tin vào bản thân, mình sẽ không giảm thử làm bất cứ điều gì.",SPEAKER_00
wavs/9T69RdaWcDw_0031.wav,"do vậy, mình tiếp tục quan sát, bắt chợt cách người khác nói,",SPEAKER_00
wavs/9T69RdaWcDw_0032.wav,"tìm kiểm cảm môi trường thật tế để nghe nói tiếng anh nhiều hơn, từ đó nâng cao kỹ năng giao tiếp không ngừng.",SPEAKER_00
wavs/9T69RdaWcDw_0033.wav,điều quan trọng là làm sao tạo sự tự tin và niềm tin vào chính bản thân mình trong quá trình giao tiếp.,SPEAKER_00
wavs/9T69RdaWcDw_0034.wav,"đến hành trình này, mình không chỉ tiếp xúc với người bạn sự mà còn với các bạn bè quốc tế.",SPEAKER_00
wavs/9T69RdaWcDw_0035.wav,"mình nhận ra rằng sự canada phân lợn, dân cư là di dân và có rất nhiều người nội tiếng anh như ngôn ngữ thứ hai.",SPEAKER_00
wavs/9T69RdaWcDw_0036.wav,theo báo cáo năm hai nghìn lẻ hai mươi của liên hợp quốc thì canada là quốc gia có số lượng nhập cư đống thứ tám trên thế giới.,SPEAKER_00
wavs/9T69RdaWcDw_0037.wav,"rất ít ai có thể phạt ấm dụng những người bạn sự một trăm, trừ khi họ sinh ra và lợn lên tại đây.",SPEAKER_00
wavs/9T69RdaWcDw_0038.wav,"vì vậy, mình tự hỏi tại sao mình lại phải từ tí về tiếng anh với dòng việc của mình?",SPEAKER_00
wavs/9T69RdaWcDw_0039.wav,"từ đó, phương pháp luyện phạt ấm của mình đã thay đổi một chút.",SPEAKER_00
wavs/9T69RdaWcDw_0040.wav,"mình tập trung vào việc phạt ấm động sổ ấm tiết, đụng trong ngón, chầm rãi và rõ ràng.",SPEAKER_00
wavs/9T69RdaWcDw_0041.wav,mình tập làm sao để khi giáo tiệp không còn từ tí về tiếng anh với dòng việc của mình nữa.,SPEAKER_00
wavs/9T69RdaWcDw_0042.wav,"ngoài ra, khi giáo tiếp, mình cố gắng diễn đà cảm xúc thông quan quân mặt,",SPEAKER_00
wavs/9T69RdaWcDw_0043.wav,tự chỉ và ngôn ngữ cơ thể để truyền đà ý kiện một cách rõ ràng hơn.,SPEAKER_00
wavs/9T69RdaWcDw_0044.wav,"đặc biệt, mình giáo tiếp về sự chân thành và tự tin của bản thân trước đối phương.",SPEAKER_00
wavs/9T69RdaWcDw_0045.wav,một điều khác biệt mà mình nhận ra giữa việc học tiếng anh ở việt nam và ở canada là lỗi tư duy và phương phạm học cảm nhau.,SPEAKER_00
wavs/9T69RdaWcDw_0046.wav,"ở việt nam, mình chỉ học theo truyền thống như tìm hiểu các mèo để đạt điểm cao trong kỳ thi ielts,",SPEAKER_00
wavs/9T69RdaWcDw_0047.wav,"làm các bài tập luyền nói và học thuộc, hoặc học các tư vấn cần thiệt cho ielts.",SPEAKER_00
wavs/9T69RdaWcDw_0048.wav,"nhưng quên mất rằng mục đích cổc lợi của việc học tiếng anh là để rèn luyền kỹ năng giao tiếp,",SPEAKER_00
wavs/9T69RdaWcDw_0049.wav,tư duy và làm việc như người bản xứ khi sang một quốc gia nổi tiếng anh hay trong một môi trường làm việc quốc tế.,SPEAKER_00
wavs/9T69RdaWcDw_0050.wav,thế là mình bắt tay vào tập luyện cách thuyệt trình và tư duy phản biển bằng tiếng anh.,SPEAKER_00
wavs/9T69RdaWcDw_0051.wav,"ví dụ, mình đã học cách sử dụng cùng từ move in the goal post, dịch lá, di chuyển cổ cốn bóng.",SPEAKER_00
wavs/9T69RdaWcDw_0052.wav,"đây là một cùng từ giải thích cách suy nghĩ nhằm đưa ra các luận điểm, phản biển về ý kiến của đối phương.",SPEAKER_00
wavs/9T69RdaWcDw_0053.wav,nghĩa đáng của cùng từ này chỉ đơn thuần là di chuyển cổ cốn bóng từ vị trí này sang vị trí khác.,SPEAKER_00
wavs/9T69RdaWcDw_0054.wav,"từ đó, nghĩa bỏng được ạp dụng khi ai đó thay đổi quy tắc trong các luận điểm của một tình huống cụ thể,",SPEAKER_00
wavs/9T69RdaWcDw_0055.wav,để tạo ra lời thể cho mình và tạo khó khăn cho đối phương.,SPEAKER_00
wavs/9T69RdaWcDw_0056.wav,"đây chỉ là một vài ví dụ đơn cừ mến hoà cho việc học tiếng anh để có thể sử dụng, thảo luận và trao đổi với người bạn sứ.",SPEAKER_00
wavs/9T69RdaWcDw_0057.wav,"tuy nhiên, để thậu hiểu sâu hơn về ngôn ngữ này là một quá trình dài hơi và đòi hỏi sự kiên trì, bền bị luyện tập.",SPEAKER_00
wavs/9T69RdaWcDw_0058.wav,"ngoài ra, trong quá trình sống ở toronto, mình đã gặp rất nhiều bạn điểm thi ielts khá cao,",SPEAKER_00
wavs/9T69RdaWcDw_0059.wav,nhưng vẫn gặp khó khăn lớn trong việc giao tiếp khi mở sang canada.,SPEAKER_00
wavs/9T69RdaWcDw_0060.wav,điều này cho thấy rằng việc chỉ tập trung vào các mèo để đạt điểm cao trong kỳ thi ielts sẽ trở nên vô ích,SPEAKER_00
wavs/9T69RdaWcDw_0061.wav,nếu ta quên rèn luyện và thực hành trong lối tư duy cùng các khía cạnh thật tệ của cuộc sống.,SPEAKER_00
wavs/9T69RdaWcDw_0062.wav,"đặc biệt, trong các bài học nghe, nói, đọc, việc tiếng anh,",SPEAKER_00
wavs/9T69RdaWcDw_0063.wav,việc học động nghĩa là học từ các cấu trừ cho đến kiến thức xã hội sâu hơn mà nhận bài học đỏ cung cấp.,SPEAKER_00
wavs/9T69RdaWcDw_0064.wav,"ví dụ, khi đọc một bài về cách trung cấy bơ, chúng ta không chỉ học về từ vần và cảm trúc ngữ phạm trong câu,",SPEAKER_00
wavs/9T69RdaWcDw_0065.wav,mà còn học cách trình bày phương phạm trung cấy bơ bằng tiếng anh theo cách hiểu của chính mình.,SPEAKER_00
wavs/9T69RdaWcDw_0066.wav,"như vậy, ta sẽ nhận thêm kiến thức mới về trung cấy bơ ngoài việc đơn thuần chỉ để trả lời các câu hỏi tiếng anh.",SPEAKER_00
wavs/oohMAmGohyA_0000.wav,phần một. huệ đện canada cọ chi,SPEAKER_00
wavs/oohMAmGohyA_0001.wav,"chương một. mùa đông đầu tiên và những lần xây xe tụi bùi, xây xe dồn dập",SPEAKER_00
wavs/oohMAmGohyA_0002.wav,"đặc trấn đện canada và một ngày trời xe lạnh giữa mùa thu và đông cuội năm hai nghìn lẻ mười bảy,",SPEAKER_00
wavs/oohMAmGohyA_0003.wav,mình cũng chẳng lòng theo. chẳng lòng không chỉ vì thời tiết lạnh mà còn vì đện một vùng đất mỡ xá huệ cả nửa vòng trải đất.,SPEAKER_00
wavs/oohMAmGohyA_0004.wav,"mình không có gia đình, không có người thân ở đây và mình lo liệu mục đích du học của mình có thành công hay không.",SPEAKER_00
wavs/oohMAmGohyA_0005.wav,"mình cảm thấy vừa hào hận vừa lo sợ liệu gặp khó khăn quá, nhỡ nha quá mà dứt bược quay về sau vài ba tuần không.",SPEAKER_00
wavs/oohMAmGohyA_0006.wav,"thử nữa, mình cũng hơi bị chọn trượt những thử mợi mè ở một thành phố hiện đại như toronto.",SPEAKER_00
wavs/oohMAmGohyA_0007.wav,"trước khi điện canada, mình chỉ sống trong một thành phố nhỏ và di chuyển chủ yếu bằng xe mảy trong khoảng thời gian ngằng.",SPEAKER_00
wavs/oohMAmGohyA_0008.wav,"tại thời điểm mình rời huế, trà sữa chỉ có vài tiềm lưa thưa,",SPEAKER_00
wavs/oohMAmGohyA_0009.wav,"thường phải đựng xếp hàng dài, dài, đợi gọi món.",SPEAKER_00
wavs/oohMAmGohyA_0010.wav,các cửa hàng thức ăn nhanh thì cũng chẳng phải quá phổ biến.,SPEAKER_00
wavs/oohMAmGohyA_0011.wav,"nhưng khi đến toronto, một thành phố phát triển với công nghệ và tiến ích hiện đại,",SPEAKER_00
wavs/oohMAmGohyA_0012.wav,"mọi thứ đều từ đồng hóa và công nghệ đã phát triển mạnh mẽ, phải nói rắn hè.",SPEAKER_00
wavs/oohMAmGohyA_0013.wav,gọi là ý chán giấc nhà quê mới lên tỉnh.,SPEAKER_00
wavs/oohMAmGohyA_0014.wav,"tại toronto, để di chuyển từ điểm a đến điểm b,",SPEAKER_00
wavs/oohMAmGohyA_0015.wav,"mình thường phải sử dụng các phương tiện công công như tàu điện, xe điện,",SPEAKER_00
wavs/oohMAmGohyA_0016.wav,"ban đầu, mình sợ phải đi các phương tiện này vì khó chịu về trường trường xây xe và cảm giác ngột ngạc khi ngồi trong ô tô",SPEAKER_00
wavs/oohMAmGohyA_0017.wav,hay ở lâu trong bức cử thiệt bị nào bổ mặt điều động kín.,SPEAKER_00
wavs/oohMAmGohyA_0018.wav,"vì thế, thậm chí một vài ngày đầu mình tha đi bộ vài tiếng đồng hồ để trảnh các phấn tiền đỏ quanh toronto.",SPEAKER_00
